parkID,NAME,Year,CF_Dim
TOR02,SkyDome,1995,400
ANA01,Anaheim Stadium,1994,404
ARL02,The Ballpark in Arlington,1994,400
ATL01,Atlanta-Fulton County Stadium,1994,402
BAL12,Oriole Park at Camden Yards,1994,400
BOS07,Fenway Park,1994,390
CHI11,Wrigley Field,1994,400
CHI12,Comiskey Park II,1994,400
CIN08,Riverfront Stadium,1994,404
CLE08,Jacobs Field,1994,405
DEN01,Mile High Stadium,1994,423
DET04,Tiger Stadium,1994,425
HOU02,Astrodome,1994,400
KAN06,Kauffman Stadium,1994,410
LOS03,Dodger Stadium,1994,400
MIA01,Joe Robbie Stadium,1994,404
MIL05,County Stadium,1994,402
MIN03,Hubert H. Humphrey Metrodome,1994,408
MON02,Stade Olympique,1994,404
NYC16,Yankee Stadium I,1994,408
NYC17,Shea Stadium,1994,410
OAK01,Oakland-Alameda County Coliseum,1994,400
PHI12,Veterans Stadium,1994,408
PIT07,Three Rivers Stadium,1994,400
SAN01,Jack Murphy Stadium,1994,405
SEA02,Kingdome,1994,410
SFO02,Candlestick Park,1994,400
STL09,Busch Stadium II,1994,402
TOR02,SkyDome,1994,400
ANA01,Anaheim Stadium,1993,404
ARL01,Arlington Stadium,1993,400
ATL01,Atlanta-Fulton County Stadium,1993,402
BAL12,Oriole Park at Camden Yards,1993,400
BOS07,Fenway Park,1993,390
CHI11,Wrigley Field,1993,400
CHI12,Comiskey Park II,1993,400
CIN08,Riverfront Stadium,1993,404
CLE07,Cleveland Stadium,1993,400
DEN01,Mile High Stadium,1993,423
DET04,Tiger Stadium,1993,425
HOU02,Astrodome,1993,400
KAN06,Kauffman Stadium,1993,410
LOS03,Dodger Stadium,1993,400
MIA01,Joe Robbie Stadium,1993,410
MIL05,County Stadium,1993,402
MIN03,Hubert H. Humphrey Metrodome,1993,408
MON02,Stade Olympique,1993,404
NYC16,Yankee Stadium I,1993,408
NYC17,Shea Stadium,1993,410
OAK01,Oakland-Alameda County Coliseum,1993,400
PHI12,Veterans Stadium,1993,408
PIT07,Three Rivers Stadium,1993,400
SAN01,Jack Murphy Stadium,1993,405
SEA02,Kingdome,1993,410
SFO02,Candlestick Park,1993,400
STL09,Busch Stadium II,1993,402
TOR02,SkyDome,1993,400
ANA01,Anaheim Stadium,1992,404
ARL01,Arlington Stadium,1992,400
ATL01,Atlanta-Fulton County Stadium,1992,402
BAL12,Oriole Park at Camden Yards,1992,400
BOS07,Fenway Park,1992,390
CHI11,Wrigley Field,1992,400
CHI12,Comiskey Park II,1992,400
CIN08,Riverfront Stadium,1992,404
CLE07,Cleveland Stadium,1992,400
DET04,Tiger Stadium,1992,425
HOU02,Astrodome,1992,400
KAN06,Royals Stadium,1992,410
LOS03,Dodger Stadium,1992,400
MIL05,County Stadium,1992,402
MIN03,Hubert H. Humphrey Metrodome,1992,408
MON02,Stade Olympique,1992,404
NYC16,Yankee Stadium I,1992,408
NYC17,Shea Stadium,1992,410
OAK01,Oakland-Alameda County Coliseum,1992,400
PHI12,Veterans Stadium,1992,408
PIT07,Three Rivers Stadium,1992,400
SAN01,Jack Murphy Stadium,1992,405
SEA02,Kingdome,1992,410
SFO02,Candlestick Park,1992,400
STL09,Busch Stadium II,1992,402
TOR02,SkyDome,1992,400
ANA01,Anaheim Stadium,1991,404
ARL01,Arlington Stadium,1991,400
ATL01,Atlanta-Fulton County Stadium,1991,402
BAL11,Memorial Stadium,1991,405
BOS07,Fenway Park,1991,390
CHI11,Wrigley Field,1991,400
CHI12,Comiskey Park II,1991,400
CIN08,Riverfront Stadium,1991,404
CLE07,Cleveland Stadium,1991,400
DET04,Tiger Stadium,1991,425
HOU02,Astrodome,1991,400
KAN06,Royals Stadium,1991,410
LOS03,Dodger Stadium,1991,400
MIL05,County Stadium,1991,402
MIN03,Hubert H. Humphrey Metrodome,1991,408
MON02,Stade Olympique,1991,404
NYC16,Yankee Stadium I,1991,408
NYC17,Shea Stadium,1991,410
OAK01,Oakland-Alameda County Coliseum,1991,400
PHI12,Veterans Stadium,1991,408
PIT07,Three Rivers Stadium,1991,400
SAN01,Jack Murphy Stadium,1991,405
SEA02,Kingdome,1991,410
SFO02,Candlestick Park,1991,400
STL09,Busch Stadium II,1991,414
TOR02,SkyDome,1991,400
ANA01,Anaheim Stadium,1990,404
ARL01,Arlington Stadium,1990,400
ATL01,Atlanta-Fulton County Stadium,1990,402
BAL11,Memorial Stadium,1990,405
BOS07,Fenway Park,1990,390
CHI10,Comiskey Park I,1990,409
CHI11,Wrigley Field,1990,400
CIN08,Riverfront Stadium,1990,404
CLE07,Cleveland Stadium,1990,400
DET04,Tiger Stadium,1990,425
HOU02,Astrodome,1990,400
KAN06,Royals Stadium,1990,410
LOS03,Dodger Stadium,1990,400
MIL05,County Stadium,1990,402
MIN03,Hubert H. Humphrey Metrodome,1990,408
MON02,Stade Olympique,1990,404
NYC16,Yankee Stadium I,1990,408
NYC17,Shea Stadium,1990,410
OAK01,Oakland-Alameda County Coliseum,1990,400
PHI12,Veterans Stadium,1990,408
PIT07,Three Rivers Stadium,1990,400
SAN01,Jack Murphy Stadium,1990,405
SEA02,Kingdome,1990,405
SFO02,Candlestick Park,1990,400
STL09,Busch Stadium II,1990,414
TOR02,SkyDome,1990,400
ANA01,Anaheim Stadium,1989,404
ARL01,Arlington Stadium,1989,400
ATL01,Atlanta-Fulton County Stadium,1989,402
BAL11,Memorial Stadium,1989,405
BOS07,Fenway Park,1989,390
CHI10,Comiskey Park I,1989,409
CHI11,Wrigley Field,1989,400
CIN08,Riverfront Stadium,1989,404
CLE07,Cleveland Stadium,1989,400
DET04,Tiger Stadium,1989,425
HOU02,Astrodome,1989,400
KAN06,Royals Stadium,1989,410
LOS03,Dodger Stadium,1989,400
MIL05,County Stadium,1989,402
MIN03,Hubert H. Humphrey Metrodome,1989,408
MON02,Stade Olympique,1989,404
NYC16,Yankee Stadium I,1989,408
NYC17,Shea Stadium,1989,410
OAK01,Oakland-Alameda County Coliseum,1989,397
PHI12,Veterans Stadium,1989,408
PIT07,Three Rivers Stadium,1989,400
SAN01,Jack Murphy Stadium,1989,405
SEA02,Kingdome,1989,405
SFO02,Candlestick Park,1989,400
STL09,Busch Stadium II,1989,414
TOR01,Exhibition Stadium,1989,410
TOR02,SkyDome,1989,400
ANA01,Anaheim Stadium,1988,404
ARL01,Arlington Stadium,1988,400
ATL01,Atlanta-Fulton County Stadium,1988,402
BAL11,Memorial Stadium,1988,405
BOS07,Fenway Park,1988,390
CHI10,Comiskey Park I,1988,409
CHI11,Wrigley Field,1988,400
CIN08,Riverfront Stadium,1988,404
CLE07,Cleveland Stadium,1988,400
DET04,Tiger Stadium,1988,425
HOU02,Astrodome,1988,400
KAN06,Royals Stadium,1988,410
LOS03,Dodger Stadium,1988,400
MIL05,County Stadium,1988,402
MIN03,Hubert H. Humphrey Metrodome,1988,408
MON02,Stade Olympique,1988,404
NYC16,Yankee Stadium I,1988,408
NYC17,Shea Stadium,1988,410
OAK01,Oakland-Alameda County Coliseum,1988,397
PHI12,Veterans Stadium,1988,408
PIT07,Three Rivers Stadium,1988,400
SAN01,Jack Murphy Stadium,1988,405
SEA02,Kingdome,1988,405
SFO02,Candlestick Park,1988,400
STL09,Busch Stadium II,1988,414
TOR01,Exhibition Stadium,1988,400
ANA01,Anaheim Stadium,1987,404
ARL01,Arlington Stadium,1987,400
ATL01,Atlanta-Fulton County Stadium,1987,402
BAL11,Memorial Stadium,1987,405
BOS07,Fenway Park,1987,390
CHI10,Comiskey Park I,1987,409
CHI11,Wrigley Field,1987,400
CIN08,Riverfront Stadium,1987,404
CLE07,Cleveland Stadium,1987,400
DET04,Tiger Stadium,1987,425
HOU02,Astrodome,1987,400
KAN06,Royals Stadium,1987,410
LOS03,Dodger Stadium,1987,400
MIL05,County Stadium,1987,402
MIN03,Hubert H. Humphrey Metrodome,1987,408
MON02,Stade Olympique,1987,404
NYC16,Yankee Stadium I,1987,410
NYC17,Shea Stadium,1987,410
OAK01,Oakland-Alameda County Coliseum,1987,397
PHI12,Veterans Stadium,1987,408
PIT07,Three Rivers Stadium,1987,400
SAN01,Jack Murphy Stadium,1987,405
SEA02,Kingdome,1987,405
SFO02,Candlestick Park,1987,400
STL09,Busch Stadium II,1987,414
TOR01,Exhibition Stadium,1987,400
ANA01,Anaheim Stadium,1986,404
ARL01,Arlington Stadium,1986,400
ATL01,Atlanta-Fulton County Stadium,1986,402
BAL11,Memorial Stadium,1986,405
BOS07,Fenway Park,1986,390
CHI10,Comiskey Park I,1986,409
CHI11,Wrigley Field,1986,400
CIN08,Riverfront Stadium,1986,404
CLE07,Cleveland Stadium,1986,400
DET04,Tiger Stadium,1986,425
HOU02,Astrodome,1986,400
KAN06,Royals Stadium,1986,410
LOS03,Dodger Stadium,1986,400
MIL05,County Stadium,1986,402
MIN03,Hubert H. Humphrey Metrodome,1986,408
MON02,Stade Olympique,1986,404
NYC16,Yankee Stadium I,1986,410
NYC17,Shea Stadium,1986,410
OAK01,Oakland-Alameda County Coliseum,1986,397
PHI12,Veterans Stadium,1986,408
PIT07,Three Rivers Stadium,1986,400
SAN01,Jack Murphy Stadium,1986,405
SEA02,Kingdome,1986,405
SFO02,Candlestick Park,1986,400
STL09,Busch Stadium II,1986,414
TOR01,Exhibition Stadium,1986,400
ANA01,Anaheim Stadium,1985,404
ARL01,Arlington Stadium,1985,400
ATL01,Atlanta-Fulton County Stadium,1985,402
BAL11,Memorial Stadium,1985,405
BOS07,Fenway Park,1985,390
CHI10,Comiskey Park I,1985,401
CHI11,Wrigley Field,1985,400
CIN08,Riverfront Stadium,1985,404
CLE07,Cleveland Stadium,1985,400
DET04,Tiger Stadium,1985,425
HOU02,Astrodome,1985,400
KAN06,Royals Stadium,1985,410
LOS03,Dodger Stadium,1985,400
MIL05,County Stadium,1985,402
MIN03,Hubert H. Humphrey Metrodome,1985,408
MON02,Stade Olympique,1985,404
NYC16,Yankee Stadium I,1985,410
NYC17,Shea Stadium,1985,410
OAK01,Oakland-Alameda County Coliseum,1985,397
PHI12,Veterans Stadium,1985,408
PIT07,Three Rivers Stadium,1985,400
SAN01,Jack Murphy Stadium,1985,405
SEA02,Kingdome,1985,405
SFO02,Candlestick Park,1985,400
STL09,Busch Stadium II,1985,414
TOR01,Exhibition Stadium,1985,400
ANA01,Anaheim Stadium,1984,404
ARL01,Arlington Stadium,1984,400
ATL01,Atlanta-Fulton County Stadium,1984,402
BAL11,Memorial Stadium,1984,405
BOS07,Fenway Park,1984,390
CHI10,Comiskey Park I,1984,401
CHI11,Wrigley Field,1984,400
CIN08,Riverfront Stadium,1984,404
CLE07,Cleveland Stadium,1984,400
DET04,Tiger Stadium,1984,425
HOU02,Astrodome,1984,406
KAN06,Royals Stadium,1984,410
LOS03,Dodger Stadium,1984,400
MIL05,County Stadium,1984,402
MIN03,Hubert H. Humphrey Metrodome,1984,408
MON02,Stade Olympique,1984,404
NYC16,Yankee Stadium I,1984,417
NYC17,Shea Stadium,1984,410
OAK01,Oakland-Alameda County Coliseum,1984,397
PHI12,Veterans Stadium,1984,408
PIT07,Three Rivers Stadium,1984,400
SAN01,Jack Murphy Stadium,1984,405
SEA02,Kingdome,1984,405
SFO02,Candlestick Park,1984,400
STL09,Busch Stadium II,1984,414
TOR01,Exhibition Stadium,1984,400
ANA01,Anaheim Stadium,1983,404
ARL01,Arlington Stadium,1983,400
ATL01,Atlanta-Fulton County Stadium,1983,402
BAL11,Memorial Stadium,1983,405
BOS07,Fenway Park,1983,390
CHI10,Comiskey Park I,1983,401
CHI11,Wrigley Field,1983,400
CIN08,Riverfront Stadium,1983,404
CLE07,Cleveland Stadium,1983,400
DET04,Tiger Stadium,1983,425
HOU02,Astrodome,1983,406
KAN06,Royals Stadium,1983,410
LOS03,Dodger Stadium,1983,400
MIL05,County Stadium,1983,402
MIN03,Hubert H. Humphrey Metrodome,1983,408
MON02,Stade Olympique,1983,404
NYC16,Yankee Stadium I,1983,417
NYC17,Shea Stadium,1983,410
OAK01,Oakland-Alameda County Coliseum,1983,397
PHI12,Veterans Stadium,1983,408
PIT07,Three Rivers Stadium,1983,400
SAN01,Jack Murphy Stadium,1983,405
SEA02,Kingdome,1983,405
SFO02,Candlestick Park,1983,400
STL09,Busch Memorial Stadium,1983,414
TOR01,Exhibition Stadium,1983,400
ANA01,Anaheim Stadium,1982,404
ARL01,Arlington Stadium,1982,400
ATL01,Atlanta-Fulton County Stadium,1982,402
BAL11,Memorial Stadium,1982,405
BOS07,Fenway Park,1982,390
CHI10,Comiskey Park I,1982,409
CHI11,Wrigley Field,1982,400
CIN08,Riverfront Stadium,1982,404
CLE07,Cleveland Stadium,1982,400
DET04,Tiger Stadium,1982,425
HOU02,Astrodome,1982,406
KAN06,Royals Stadium,1982,410
LOS03,Dodger Stadium,1982,400
MIL05,County Stadium,1982,402
MIN03,Hubert H. Humphrey Metrodome,1982,407
MON02,Stade Olympique,1982,404
NYC16,Yankee Stadium I,1982,417
NYC17,Shea Stadium,1982,410
OAK01,Oakland-Alameda County Coliseum,1982,397
PHI12,Veterans Stadium,1982,408
PIT07,Three Rivers Stadium,1982,400
SAN01,Jack Murphy Stadium,1982,405
SEA02,Kingdome,1982,405
SFO02,Candlestick Park,1982,400
STL09,Busch Memorial Stadium,1982,414
TOR01,Exhibition Stadium,1982,400
ANA01,Anaheim Stadium,1981,404
ARL01,Arlington Stadium,1981,400
ATL01,Atlanta-Fulton County Stadium,1981,402
BAL11,Memorial Stadium,1981,405
BOS07,Fenway Park,1981,390
CHI10,Comiskey Park I,1981,409
CHI11,Wrigley Field,1981,400
CIN08,Riverfront Stadium,1981,404
CLE07,Cleveland Stadium,1981,400
DET04,Tiger Stadium,1981,425
HOU02,Astrodome,1981,406
KAN06,Royals Stadium,1981,410
LOS03,Dodger Stadium,1981,400
MIL05,County Stadium,1981,402
MIN02,Metropolitan Stadium,1981,402
MON02,Stade Olympique,1981,400
NYC16,Yankee Stadium I,1981,417
NYC17,Shea Stadium,1981,410
OAK01,Oakland-Alameda County Coliseum,1981,396
PHI12,Veterans Stadium,1981,408
PIT07,Three Rivers Stadium,1981,400
SAN01,Jack Murphy Stadium,1981,420
SEA02,Kingdome,1981,405
SFO02,Candlestick Park,1981,410
STL09,Busch Memorial Stadium,1981,414
TOR01,Exhibition Stadium,1981,400
ANA01,Anaheim Stadium,1980,404
ARL01,Arlington Stadium,1980,400
ATL01,Atlanta-Fulton County Stadium,1980,402
BAL11,Memorial Stadium,1980,405
BOS07,Fenway Park,1980,390
CHI10,Comiskey Park I,1980,445
CHI11,Wrigley Field,1980,400
CIN08,Riverfront Stadium,1980,404
CLE07,Cleveland Stadium,1980,400
DET04,Tiger Stadium,1980,425
HOU02,Astrodome,1980,406
KAN06,Royals Stadium,1980,410
LOS03,Dodger Stadium,1980,400
MIL05,County Stadium,1980,402
MIN02,Metropolitan Stadium,1980,402
MON02,Stade Olympique,1980,404
NYC16,Yankee Stadium I,1980,417
NYC17,Shea Stadium,1980,410
OAK01,Oakland-Alameda County Coliseum,1980,400
PHI12,Veterans Stadium,1980,408
PIT07,Three Rivers Stadium,1980,400
SAN01,San Diego Stadium,1980,420
SEA02,Kingdome,1980,410
SFO02,Candlestick Park,1980,410
STL09,Busch Memorial Stadium,1980,414
TOR01,Exhibition Stadium,1980,400
ANA01,Anaheim Stadium,1979,404
ARL01,Arlington Stadium,1979,400
ATL01,Atlanta-Fulton County Stadium,1979,402
BAL11,Memorial Stadium,1979,410
BOS07,Fenway Park,1979,390
CHI10,Comiskey Park I,1979,445
CHI11,Wrigley Field,1979,400
CIN08,Riverfront Stadium,1979,404
CLE07,Cleveland Stadium,1979,400
DET04,Tiger Stadium,1979,425
HOU02,Astrodome,1979,406
KAN06,Royals Stadium,1979,405
LOS03,Dodger Stadium,1979,400
MIL05,County Stadium,1979,402
MIN02,Metropolitan Stadium,1979,402
MON02,Stade Olympique,1979,405
NYC16,Yankee Stadium I,1979,417
NYC17,Shea Stadium,1979,410
OAK01,Oakland-Alameda County Coliseum,1979,400
PHI12,Veterans Stadium,1979,408
PIT07,Three Rivers Stadium,1979,400
SAN01,San Diego Stadium,1979,420
SEA02,Kingdome,1979,410
SFO02,Candlestick Park,1979,410
STL09,Busch Memorial Stadium,1979,414
TOR01,Exhibition Stadium,1979,400
ANA01,Anaheim Stadium,1978,404
ARL01,Arlington Stadium,1978,400
ATL01,Atlanta-Fulton County Stadium,1978,402
BAL11,Memorial Stadium,1978,410
BOS07,Fenway Park,1978,390
CHI10,Comiskey Park I,1978,445
CHI11,Wrigley Field,1978,400
CIN08,Riverfront Stadium,1978,404
CLE07,Cleveland Stadium,1978,400
DET04,Tiger Stadium,1978,425
HOU02,Astrodome,1978,406
KAN06,Royals Stadium,1978,405
LOS03,Dodger Stadium,1978,400
MIL05,County Stadium,1978,402
MIN02,Metropolitan Stadium,1978,402
MON02,Stade Olympique,1978,404
NYC16,Yankee Stadium I,1978,417
NYC17,Shea Stadium,1978,410
OAK01,Oakland-Alameda County Coliseum,1978,400
PHI12,Veterans Stadium,1978,408
PIT07,Three Rivers Stadium,1978,400
SAN01,San Diego Stadium,1978,420
SEA02,Kingdome,1978,410
SFO02,Candlestick Park,1978,410
STL09,Busch Memorial Stadium,1978,414
TOR01,Exhibition Stadium,1978,400
ANA01,Anaheim Stadium,1977,404
ARL01,Arlington Stadium,1977,400
ATL01,Atlanta-Fulton County Stadium,1977,402
BAL11,Memorial Stadium,1977,405
BOS07,Fenway Park,1977,390
CHI10,Comiskey Park I,1977,445
CHI11,Wrigley Field,1977,400
CIN08,Riverfront Stadium,1977,404
CLE07,Cleveland Stadium,1977,400
DET04,Tiger Stadium,1977,425
HOU02,Astrodome,1977,406
KAN06,Royals Stadium,1977,405
LOS03,Dodger Stadium,1977,400
MIL05,County Stadium,1977,402
MIN02,Metropolitan Stadium,1977,402
MON02,Stade Olympique,1977,404
NYC16,Yankee Stadium I,1977,417
NYC17,Shea Stadium,1977,410
OAK01,Oakland-Alameda County Coliseum,1977,400
PHI12,Veterans Stadium,1977,408
PIT07,Three Rivers Stadium,1977,400
SAN01,San Diego Stadium,1977,410
SEA02,Kingdome,1977,405
SFO02,Candlestick Park,1977,410
STL09,Busch Memorial Stadium,1977,414
TOR01,Exhibition Stadium,1977,400
ANA01,Anaheim Stadium,1976,404
ARL01,Arlington Stadium,1976,400
ATL01,Atlanta-Fulton County Stadium,1976,402
BAL11,Memorial Stadium,1976,400
BOS07,Fenway Park,1976,390
CHI10,Comiskey Park I,1976,440
CHI11,Wrigley Field,1976,400
CIN08,Riverfront Stadium,1976,404
CLE07,Cleveland Stadium,1976,400
DET04,Tiger Stadium,1976,425
HOU02,Astrodome,1976,400
KAN06,Royals Stadium,1976,405
LOS03,Dodger Stadium,1976,400
MIL05,County Stadium,1976,402
MIN02,Metropolitan Stadium,1976,402
MON01,Parc Jarry,1976,420
NYC16,Yankee Stadium I,1976,417
NYC17,Shea Stadium,1976,410
OAK01,Oakland-Alameda County Coliseum,1976,400
PHI12,Veterans Stadium,1976,408
PIT07,Three Rivers Stadium,1976,400
SAN01,San Diego Stadium,1976,410
SFO02,Candlestick Park,1976,410
STL09,Busch Memorial Stadium,1976,404
ANA01,Anaheim Stadium,1975,404
ARL01,Arlington Stadium,1975,400
ATL01,Atlanta-Fulton County Stadium,1975,402
BAL11,Memorial Stadium,1975,410
BOS07,Fenway Park,1975,390
CHI10,Comiskey Park I,1975,400
CHI11,Wrigley Field,1975,400
CIN08,Riverfront Stadium,1975,404
CLE07,Cleveland Stadium,1975,400
DET04,Tiger Stadium,1975,425
HOU02,Astrodome,1975,400
KAN06,Royals Stadium,1975,405
LOS03,Dodger Stadium,1975,400
MIL05,County Stadium,1975,402
MIN02,Metropolitan Stadium,1975,402
MON01,Parc Jarry,1975,420
NYC17,Shea Stadium,1975,410
OAK01,Oakland-Alameda County Coliseum,1975,400
PHI12,Veterans Stadium,1975,408
PIT07,Three Rivers Stadium,1975,400
SAN01,San Diego Stadium,1975,410
SFO02,Candlestick Park,1975,410
STL09,Busch Memorial Stadium,1975,404
ANA01,Anaheim Stadium,1974,404
ARL01,Arlington Stadium,1974,400
ATL01,Atlanta Stadium,1974,402
BAL11,Memorial Stadium,1974,410
BOS07,Fenway Park,1974,390
CHI10,Comiskey Park I,1974,400
CHI11,Wrigley Field,1974,400
CIN08,Riverfront Stadium,1974,404
CLE07,Cleveland Stadium,1974,400
DET04,Tiger Stadium,1974,425
HOU02,Astrodome,1974,400
KAN06,Royals Stadium,1974,405
LOS03,Dodger Stadium,1974,400
MIL05,County Stadium,1974,402
MIN02,Metropolitan Stadium,1974,402
MON01,Parc Jarry,1974,420
NYC17,Shea Stadium,1974,410
OAK01,Oakland-Alameda County Coliseum,1974,400
PHI12,Veterans Stadium,1974,408
PIT07,Three Rivers Stadium,1974,410
SAN01,San Diego Stadium,1974,410
SFO02,Candlestick Park,1974,410
STL09,Busch Memorial Stadium,1974,404
ANA01,Anaheim Stadium,1973,402
ARL01,Arlington Stadium,1973,400
ATL01,Atlanta Stadium,1973,402
BAL11,Memorial Stadium,1973,410
BOS07,Fenway Park,1973,390
CHI10,Comiskey Park I,1973,400
CHI11,Wrigley Field,1973,400
CIN08,Riverfront Stadium,1973,404
CLE07,Cleveland Stadium,1973,400
DET04,Tiger Stadium,1973,425
HOU02,Astrodome,1973,400
KAN06,Royals Stadium,1973,405
LOS03,Dodger Stadium,1973,400
MIL05,County Stadium,1973,402
MIN02,Metropolitan Stadium,1973,402
MON01,Parc Jarry,1973,417
NYC16,Yankee Stadium I,1973,449
NYC17,Shea Stadium,1973,410
OAK01,Oakland-Alameda County Coliseum,1973,400
PHI12,Veterans Stadium,1973,408
PIT07,Three Rivers Stadium,1973,410
SAN01,San Diego Stadium,1973,410
SFO02,Candlestick Park,1973,410
STL09,Busch Memorial Stadium,1973,404
ANA01,Anaheim Stadium,1972,406
ARL01,Arlington Stadium,1972,400
ATL01,Atlanta Stadium,1972,400
BAL11,Memorial Stadium,1972,410
BOS07,Fenway Park,1972,390
CHI10,Comiskey Park I,1972,400
CHI11,Wrigley Field,1972,400
CIN08,Riverfront Stadium,1972,404
CLE07,Cleveland Stadium,1972,400
DET04,Tiger Stadium,1972,425
HOU02,Astrodome,1972,400
KAN05,Municipal Stadium,1972,421
LOS03,Dodger Stadium,1972,400
MIL05,County Stadium,1972,402
MIN02,Metropolitan Stadium,1972,402
MON01,Parc Jarry,1972,417
NYC16,Yankee Stadium I,1972,449
NYC17,Shea Stadium,1972,410
OAK01,Oakland-Alameda County Coliseum,1972,400
PHI12,Veterans Stadium,1972,408
PIT07,Three Rivers Stadium,1972,410
SAN01,San Diego Stadium,1972,420
SFO02,Candlestick Park,1972,410
STL09,Busch Memorial Stadium,1972,414
ANA01,Anaheim Stadium,1971,406
ATL01,Atlanta Stadium,1971,400
BAL11,Memorial Stadium,1971,410
BOS07,Fenway Park,1971,390
CHI10,Comiskey Park I,1971,400
CHI11,Wrigley Field,1971,400
CIN08,Riverfront Stadium,1971,404
CLE07,Cleveland Stadium,1971,400
DET04,Tiger Stadium,1971,425
HOU02,Astrodome,1971,406
KAN05,Municipal Stadium,1971,421
LOS03,Dodger Stadium,1971,400
MIL05,County Stadium,1971,402
MIN02,Metropolitan Stadium,1971,402
MON01,Parc Jarry,1971,417
NYC16,Yankee Stadium I,1971,449
NYC17,Shea Stadium,1971,410
OAK01,Oakland-Alameda County Coliseum,1971,400
PHI12,Veterans Stadium,1971,408
PIT07,Three Rivers Stadium,1971,410
SAN01,San Diego Stadium,1971,420
SFO02,Candlestick Park,1971,410
STL09,Busch Memorial Stadium,1971,410
WAS10,Robert F. Kennedy Stadium,1971,410
ANA01,Anaheim Stadium,1970,406
ATL01,Atlanta Stadium,1970,400
BAL11,Memorial Stadium,1970,410
BOS07,Fenway Park,1970,390
CHI10,Comiskey Park I,1970,400
CHI11,Wrigley Field,1970,400
CIN07,Crosley Field,1970,387
CIN08,Riverfront Stadium,1970,404
CLE07,Cleveland Stadium,1970,400
DET04,Tiger Stadium,1970,425
HOU02,Astrodome,1970,406
KAN05,Municipal Stadium,1970,421
LOS03,Dodger Stadium,1970,400
MIL05,County Stadium,1970,402
MIN02,Metropolitan Stadium,1970,402
MON01,Parc Jarry,1970,415
NYC16,Yankee Stadium I,1970,449
NYC17,Shea Stadium,1970,410
OAK01,Oakland-Alameda County Coliseum,1970,400
PHI11,Connie Mack Stadium,1970,410
PIT06,Forbes Field,1970,435
PIT07,Three Rivers Stadium,1970,410
SAN01,San Diego Stadium,1970,420
SFO02,Candlestick Park,1970,410
STL09,Busch Memorial Stadium,1970,414
WAS10,Robert F. Kennedy Stadium,1970,410
ANA01,Anaheim Stadium,1969,406
ATL01,Atlanta Stadium,1969,400
BAL11,Memorial Stadium,1969,410
BOS07,Fenway Park,1969,390
CHI10,Comiskey Park I,1969,400
CHI11,Wrigley Field,1969,400
CIN07,Crosley Field,1969,387
CLE07,Cleveland Stadium,1969,410
DET04,Tiger Stadium,1969,425
HOU02,Astrodome,1969,406
KAN05,Municipal Stadium,1969,421
LOS03,Dodger Stadium,1969,400
MIL05,County Stadium,1969,402
MIN02,Metropolitan Stadium,1969,402
MON01,Parc Jarry,1969,415
NYC16,Yankee Stadium I,1969,449
NYC17,Shea Stadium,1969,410
OAK01,Oakland-Alameda County Coliseum,1969,400
PHI11,Connie Mack Stadium,1969,410
PIT06,Forbes Field,1969,435
SAN01,San Diego Stadium,1969,420
SEA01,Sicks' Stadium,1969,402
SFO02,Candlestick Park,1969,410
STL09,Busch Memorial Stadium,1969,414
WAS10,Robert F. Kennedy Stadium,1969,410
ANA01,Anaheim Stadium,1968,406
ATL01,Atlanta Stadium,1968,402
BAL11,Memorial Stadium,1968,410
BOS07,Fenway Park,1968,390
CHI10,Comiskey Park I,1968,410
CHI11,Wrigley Field,1968,400
CIN07,Crosley Field,1968,387
CLE07,Cleveland Stadium,1968,410
DET04,Tiger Stadium,1968,425
HOU02,Astrodome,1968,406
LOS03,Dodger Stadium,1968,410
MIL05,County Stadium,1968,402
MIN02,Metropolitan Stadium,1968,402
NYC16,Yankee Stadium I,1968,449
NYC17,Shea Stadium,1968,410
OAK01,Oakland-Alameda County Coliseum,1968,410
PHI11,Connie Mack Stadium,1968,447
PIT06,Forbes Field,1968,435
SFO02,Candlestick Park,1968,410
STL09,Busch Memorial Stadium,1968,414
WAS10,D.C. Stadium,1968,410
ANA01,Anaheim Stadium,1967,406
ATL01,Atlanta Stadium,1967,402
BAL11,Memorial Stadium,1967,410
BOS07,Fenway Park,1967,390
CHI10,Comiskey Park I,1967,410
CHI11,Wrigley Field,1967,400
CIN07,Crosley Field,1967,387
CLE07,Cleveland Stadium,1967,407
DET04,Tiger Stadium,1967,425
HOU02,Astrodome,1967,406
KAN05,Municipal Stadium,1967,421
LOS03,Dodger Stadium,1967,410
MIN02,Metropolitan Stadium,1967,402
NYC16,Yankee Stadium I,1967,449
NYC17,Shea Stadium,1967,410
PHI11,Connie Mack Stadium,1967,447
PIT06,Forbes Field,1967,435
SFO02,Candlestick Park,1967,410
STL09,Busch Memorial Stadium,1967,414
WAS10,D.C. Stadium,1967,410
ANA01,Anaheim Stadium,1966,406
ATL01,Atlanta Stadium,1966,402
BAL11,Memorial Stadium,1966,410
BOS07,Fenway Park,1966,390
CHI10,Comiskey Park I,1966,410
CHI11,Wrigley Field,1966,400
CIN07,Crosley Field,1966,387
CLE07,Cleveland Stadium,1966,408
DET04,Tiger Stadium,1966,425
HOU02,Astrodome,1966,406
KAN05,Municipal Stadium,1966,421
LOS03,Dodger Stadium,1966,410
MIN02,Metropolitan Stadium,1966,402
NYC16,Yankee Stadium I,1966,449
