parkID,NAME,Year,CF_Dim
NYC17,Shea Stadium,1966,410
PHI11,Connie Mack Stadium,1966,447
PIT06,Forbes Field,1966,435
SFO02,Candlestick Park,1966,410
STL07,Busch Stadium I,1966,422
STL09,Busch Memorial Stadium,1966,414
WAS10,D.C. Stadium,1966,410
BAL11,Memorial Stadium,1965,410
BOS07,Fenway Park,1965,390
CHI10,Comiskey Park I,1965,410
CHI11,Wrigley Field,1965,400
CIN07,Crosley Field,1965,387
CLE07,Cleveland Stadium,1965,410
DET04,Tiger Stadium,1965,425
HOU02,Astrodome,1965,406
KAN05,Municipal Stadium,1965,421
LOS03,Dodger Stadium,1965,410
MIL05,County Stadium,1965,402
MIN02,Metropolitan Stadium,1965,402
NYC16,Yankee Stadium I,1965,449
NYC17,Shea Stadium,1965,410
PHI11,Connie Mack Stadium,1965,447
PIT06,Forbes Field,1965,435
SFO02,Candlestick Park,1965,410
STL07,Busch Stadium I,1965,422
WAS10,D.C. Stadium,1965,410
BAL11,Memorial Stadium,1964,410
BOS07,Fenway Park,1964,390
CHI10,Comiskey Park I,1964,410
CHI11,Wrigley Field,1964,400
CIN07,Crosley Field,1964,387
CLE07,Cleveland Stadium,1964,410
DET04,Tiger Stadium,1964,425
HOU01,Colt Stadium,1964,450
KAN05,Municipal Stadium,1964,410
LOS03,Dodger Stadium,1964,410
MIL05,County Stadium,1964,402
MIN02,Metropolitan Stadium,1964,425
NYC16,Yankee Stadium I,1964,449
NYC17,Shea Stadium,1964,410
PHI11,Connie Mack Stadium,1964,447
PIT06,Forbes Field,1964,435
SFO02,Candlestick Park,1964,410
STL07,Busch Stadium I,1964,422
WAS10,D.C. Stadium,1964,410
BAL11,Memorial Stadium,1963,410
BOS07,Fenway Park,1963,390
CHI10,Comiskey Park I,1963,410
CHI11,Wrigley Field,1963,400
CIN07,Crosley Field,1963,387
CLE07,Cleveland Stadium,1963,410
DET04,Tiger Stadium,1963,425
HOU01,Colt Stadium,1963,450
KAN05,Municipal Stadium,1963,421
LOS03,Dodger Stadium,1963,410
MIL05,County Stadium,1963,402
MIN02,Metropolitan Stadium,1963,425
NYC14,Polo Grounds V,1963,483
NYC16,Yankee Stadium I,1963,449
PHI11,Connie Mack Stadium,1963,447
PIT06,Forbes Field,1963,435
SFO02,Candlestick Park,1963,410
STL07,Busch Stadium I,1963,422
WAS10,D.C. Stadium,1963,410
BAL11,Memorial Stadium,1962,410
BOS07,Fenway Park,1962,390
CHI10,Comiskey Park I,1962,410
CHI11,Wrigley Field,1962,400
CIN07,Crosley Field,1962,387
CLE07,Cleveland Stadium,1962,410
DET04,Tiger Stadium,1962,425
HOU01,Colt Stadium,1962,420
KAN05,Municipal Stadium,1962,421
LOS03,Dodger Stadium,1962,410
MIL05,County Stadium,1962,402
MIN02,Metropolitan Stadium,1962,425
NYC14,Polo Grounds V,1962,475
NYC16,Yankee Stadium I,1962,449
PHI11,Connie Mack Stadium,1962,447
PIT06,Forbes Field,1962,435
SFO02,Candlestick Park,1962,410
STL07,Busch Stadium I,1962,422
WAS10,D.C. Stadium,1962,410
BAL11,Memorial Stadium,1961,410
BOS07,Fenway Park,1961,390
CHI10,Comiskey Park I,1961,410
CHI11,Wrigley Field,1961,400
CIN07,Crosley Field,1961,387
CLE07,Cleveland Stadium,1961,410
DET04,Briggs Stadium,1961,425
KAN05,Municipal Stadium,1961,421
LOS01,Los Angeles Memorial Coliseum,1961,420
LOS02,Wrigley Field,1961,412
MIL05,County Stadium,1961,402
MIN02,Metropolitan Stadium,1961,412
NYC16,Yankee Stadium I,1961,449
PHI11,Connie Mack Stadium,1961,447
PIT06,Forbes Field,1961,435
SFO02,Candlestick Park,1961,410
STL07,Busch Stadium I,1961,422
WAS09,Griffith Stadium,1961,409
BAL11,Memorial Stadium,1960,410
BOS07,Fenway Park,1960,390
CHI10,Comiskey Park I,1960,410
CHI11,Wrigley Field,1960,400
CIN07,Crosley Field,1960,387
CLE07,Cleveland Stadium,1960,410
DET04,Briggs Stadium,1960,425
KAN05,Municipal Stadium,1960,421
LOS01,Los Angeles Memorial Coliseum,1960,420
MIL05,County Stadium,1960,402
NYC16,Yankee Stadium I,1960,449
PHI11,Connie Mack Stadium,1960,447
PIT06,Forbes Field,1960,435
SFO02,Candlestick Park,1960,420
STL07,Busch Stadium I,1960,422
WAS09,Griffith Stadium,1960,395
BAL11,Memorial Stadium,1959,410
BOS07,Fenway Park,1959,390
CHI10,Comiskey Park I,1959,410
CHI11,Wrigley Field,1959,400
CIN07,Crosley Field,1959,387
CLE07,Cleveland Stadium,1959,410
DET04,Briggs Stadium,1959,425
KAN05,Municipal Stadium,1959,421
LOS01,Los Angeles Memorial Coliseum,1959,420
MIL05,County Stadium,1959,402
NYC16,Yankee Stadium I,1959,449
PHI11,Connie Mack Stadium,1959,447
PIT06,Forbes Field,1959,435
SFO01,Seals Stadium,1959,400
STL07,Busch Stadium I,1959,422
WAS09,Griffith Stadium,1959,395
BAL11,Memorial Stadium,1958,410
BOS07,Fenway Park,1958,390
CHI10,Comiskey Park I,1958,410
CHI11,Wrigley Field,1958,400
CIN07,Crosley Field,1958,387
CLE07,Cleveland Stadium,1958,410
DET04,Briggs Stadium,1958,425
KAN05,Municipal Stadium,1958,421
LOS01,Los Angeles Memorial Coliseum,1958,425
MIL05,County Stadium,1958,402
NYC16,Yankee Stadium I,1958,449
PHI11,Connie Mack Stadium,1958,447
PIT06,Forbes Field,1958,435
SFO01,Seals Stadium,1958,410
STL07,Busch Stadium I,1958,422
WAS09,Griffith Stadium,1958,395
BAL11,Memorial Stadium,1957,425
BOS07,Fenway Park,1957,390
CHI10,Comiskey Park I,1957,410
CHI11,Wrigley Field,1957,400
CIN07,Crosley Field,1957,387
CLE07,Cleveland Stadium,1957,410
DET04,Briggs Stadium,1957,425
JER02,Roosevelt Stadium,1957,411
KAN05,Municipal Stadium,1957,421
MIL05,County Stadium,1957,402
NYC14,Polo Grounds V,1957,480
NYC15,Ebbets Field,1957,384
NYC16,Yankee Stadium I,1957,449
PHI11,Connie Mack Stadium,1957,447
PIT06,Forbes Field,1957,435
STL07,Busch Stadium I,1957,422
WAS09,Griffith Stadium,1957,395
BAL11,Memorial Stadium,1956,425
BOS07,Fenway Park,1956,390
CHI10,Comiskey Park I,1956,410
CHI11,Wrigley Field,1956,400
CIN07,Crosley Field,1956,387
CLE07,Cleveland Stadium,1956,410
DET04,Briggs Stadium,1956,425
JER02,Roosevelt Stadium,1956,411
KAN05,Municipal Stadium,1956,421
MIL05,County Stadium,1956,402
NYC14,Polo Grounds V,1956,480
NYC15,Ebbets Field,1956,384
NYC16,Yankee Stadium I,1956,449
PHI11,Connie Mack Stadium,1956,447
PIT06,Forbes Field,1956,435
STL07,Busch Stadium I,1956,422
WAS09,Griffith Stadium,1956,395
BAL11,Memorial Stadium,1955,450
BOS07,Fenway Park,1955,390
CHI10,Comiskey Park I,1955,410
CHI11,Wrigley Field,1955,400
CIN07,Crosley Field,1955,387
CLE07,Cleveland Stadium,1955,410
DET04,Briggs Stadium,1955,425
KAN05,Municipal Stadium,1955,430
MIL05,County Stadium,1955,402
NYC14,Polo Grounds V,1955,480
NYC15,Ebbets Field,1955,384
NYC16,Yankee Stadium I,1955,449
PHI11,Connie Mack Stadium,1955,468
PIT06,Forbes Field,1955,435
STL07,Busch Stadium I,1955,422
WAS09,Griffith Stadium,1955,409
BAL11,Memorial Stadium,1954,445
BOS07,Fenway Park,1954,390
CHI10,Comiskey Park I,1954,410
CHI11,Wrigley Field,1954,400
CIN07,Crosley Field,1954,390
CLE07,Cleveland Stadium,1954,410
DET04,Briggs Stadium,1954,415
MIL05,County Stadium,1954,410
NYC14,Polo Grounds V,1954,483
NYC15,Ebbets Field,1954,384
NYC16,Yankee Stadium I,1954,449
PHI11,Connie Mack Stadium,1954,468
PIT06,Forbes Field,1954,435
STL07,Busch Stadium I,1954,422
WAS09,Griffith Stadium,1954,409
BOS07,Fenway Park,1953,390
CHI10,Comiskey Park I,1953,410
CHI11,Wrigley Field,1953,400
CIN07,Crosley Field,1953,390
CLE07,Cleveland Stadium,1953,410
DET04,Briggs Stadium,1953,425
MIL05,County Stadium,1953,404
NYC14,Polo Grounds V,1953,480
NYC15,Ebbets Field,1953,384
NYC16,Yankee Stadium I,1953,449
PHI11,Shibe Park,1953,460
PIT06,Forbes Field,1953,435
STL07,Busch Stadium I,1953,422
WAS09,Griffith Stadium,1953,395
BOS07,Fenway Park,1952,390
BOS08,Braves Field,1952,370
CHI10,Comiskey Park I,1952,410
CHI11,Wrigley Field,1952,400
CIN07,Crosley Field,1952,390
CLE07,Cleveland Stadium,1952,410
DET04,Briggs Stadium,1952,425
NYC14,Polo Grounds V,1952,483
NYC15,Ebbets Field,1952,384
NYC16,Yankee Stadium I,1952,449
PHI11,Shibe Park,1952,440
PIT06,Forbes Field,1952,435
STL07,Sportsman's Park III,1952,422
WAS09,Griffith Stadium,1952,395
BOS07,Fenway Park,1951,390
BOS08,Braves Field,1951,370
CHI10,Comiskey Park I,1951,410
CHI11,Wrigley Field,1951,400
CIN07,Crosley Field,1951,390
CLE07,Cleveland Stadium,1951,410
DET04,Briggs Stadium,1951,425
NYC14,Polo Grounds V,1951,505
NYC15,Ebbets Field,1951,384
NYC16,Yankee Stadium I,1951,449
PHI11,Shibe Park,1951,440
PIT06,Forbes Field,1951,435
STL07,Sportsman's Park III,1951,422
WAS09,Griffith Stadium,1951,395
BOS07,Fenway Park,1950,390
BOS08,Braves Field,1950,370
CHI10,Comiskey Park I,1950,415
CHI11,Wrigley Field,1950,400
CIN07,Crosley Field,1950,390
CLE07,Cleveland Stadium,1950,410
DET04,Briggs Stadium,1950,425
NYC14,Polo Grounds V,1950,505
NYC15,Ebbets Field,1950,384
NYC16,Yankee Stadium I,1950,449
PHI11,Shibe Park,1950,448
PIT06,Forbes Field,1950,435
STL07,Sportsman's Park III,1950,422
WAS09,Griffith Stadium,1950,395
BOS07,Fenway Park,1949,390
BOS08,Braves Field,1949,370
CHI10,Comiskey Park I,1949,415
CHI11,Wrigley Field,1949,400
CIN07,Crosley Field,1949,390
CLE07,Cleveland Stadium,1949,410
DET04,Briggs Stadium,1949,437
NYC14,Polo Grounds V,1949,505
NYC15,Ebbets Field,1949,384
NYC16,Yankee Stadium I,1949,449
PHI11,Shibe Park,1949,468
PIT06,Forbes Field,1949,435
STL07,Sportsman's Park III,1949,422
WAS09,Griffith Stadium,1949,409
BOS07,Fenway Park,1948,390
BOS08,Braves Field,1948,370
CHI10,Comiskey Park I,1948,440
CHI11,Wrigley Field,1948,400
CIN07,Crosley Field,1948,390
CLE07,Cleveland Stadium,1948,380
DET04,Briggs Stadium,1948,437
NYC14,Polo Grounds V,1948,484
NYC15,Ebbets Field,1948,384
NYC16,Yankee Stadium I,1948,449
PHI11,Shibe Park,1948,468
PIT06,Forbes Field,1948,435
STL07,Sportsman's Park III,1948,422
WAS09,Griffith Stadium,1948,409
BOS07,Fenway Park,1947,390
BOS08,Braves Field,1947,370
CHI10,Comiskey Park I,1947,440
CHI11,Wrigley Field,1947,400
CIN07,Crosley Field,1947,390
CLE07,Cleveland Stadium,1947,410
DET04,Briggs Stadium,1947,437
NYC14,Polo Grounds V,1947,484
NYC15,Ebbets Field,1947,384
NYC16,Yankee Stadium I,1947,449
PHI11,Shibe Park,1947,468
PIT06,Forbes Field,1947,435
STL07,Sportsman's Park III,1947,422
WAS09,Griffith Stadium,1947,409
BOS07,Fenway Park,1946,390
BOS08,Braves Field,1946,370
CHI10,Comiskey Park I,1946,440
CHI11,Wrigley Field,1946,400
CIN07,Crosley Field,1946,390
CLE06,League Park IV,1946,420
CLE07,Cleveland Stadium,1946,450
DET04,Briggs Stadium,1946,437
NYC14,Polo Grounds V,1946,490
NYC15,Ebbets Field,1946,402
NYC16,Yankee Stadium I,1946,449
PHI11,Shibe Park,1946,468
PIT06,Forbes Field,1946,435
STL07,Sportsman's Park III,1946,422
WAS09,Griffith Stadium,1946,409
BOS07,Fenway Park,1945,390
BOS08,Braves Field,1945,380
CHI10,Comiskey Park I,1945,440
CHI11,Wrigley Field,1945,400
CIN07,Crosley Field,1945,390
CLE06,League Park IV,1945,420
CLE07,Cleveland Stadium,1945,450
DET04,Briggs Stadium,1945,437
NYC14,Polo Grounds V,1945,480
NYC15,Ebbets Field,1945,402
NYC16,Yankee Stadium I,1945,449
PHI11,Shibe Park,1945,468
PIT06,Forbes Field,1945,435
STL07,Sportsman's Park III,1945,422
WAS09,Griffith Stadium,1945,409
BOS07,Fenway Park,1944,390
BOS08,Braves Field,1944,390
CHI10,Comiskey Park I,1944,440
CHI11,Wrigley Field,1944,400
CIN07,Crosley Field,1944,390
CLE06,League Park IV,1944,420
CLE07,Cleveland Stadium,1944,450
DET04,Briggs Stadium,1944,437
NYC14,Polo Grounds V,1944,505
NYC15,Ebbets Field,1944,402
NYC16,Yankee Stadium I,1944,449
PHI11,Shibe Park,1944,468
PIT06,Forbes Field,1944,435
STL07,Sportsman's Park III,1944,422
WAS09,Griffith Stadium,1944,409
BOS07,Fenway Park,1943,390
BOS08,Braves Field,1943,370
CHI10,Comiskey Park I,1943,440
CHI11,Wrigley Field,1943,400
CIN07,Crosley Field,1943,387
CLE06,League Park IV,1943,420
CLE07,Cleveland Stadium,1943,450
DET04,Briggs Stadium,1943,437
NYC14,Polo Grounds V,1943,490
NYC15,Ebbets Field,1943,402
NYC16,Yankee Stadium I,1943,449
PHI11,Shibe Park,1943,468
PIT06,Forbes Field,1943,435
STL07,Sportsman's Park III,1943,422
WAS09,Griffith Stadium,1943,409
BOS07,Fenway Park,1942,390
BOS08,Braves Field,1942,375
CHI10,Comiskey Park I,1942,440
CHI11,Wrigley Field,1942,400
CIN07,Crosley Field,1942,387
CLE06,League Park IV,1942,420
CLE07,Cleveland Stadium,1942,450
DET04,Briggs Stadium,1942,437
NYC14,Polo Grounds V,1942,505
NYC15,Ebbets Field,1942,402
NYC16,Yankee Stadium I,1942,449
PHI11,Shibe Park,1942,468
PIT06,Forbes Field,1942,435
STL07,Sportsman's Park III,1942,422
WAS09,Griffith Stadium,1942,409
BOS07,Fenway Park,1941,390
BOS08,Braves Field,1941,401
CHI10,Comiskey Park I,1941,440
CHI11,Wrigley Field,1941,400
CIN07,Crosley Field,1941,387
CLE06,League Park IV,1941,420
CLE07,Cleveland Stadium,1941,450
DET04,Briggs Stadium,1941,437
NYC14,Polo Grounds V,1941,505
NYC15,Ebbets Field,1941,402
NYC16,Yankee Stadium I,1941,449
PHI11,Shibe Park,1941,468
PIT06,Forbes Field,1941,435
STL07,Sportsman's Park III,1941,422
WAS09,Griffith Stadium,1941,409
BOS07,Fenway Park,1940,390
BOS08,Braves Field,1940,385
CHI10,Comiskey Park I,1940,440
CHI11,Wrigley Field,1940,400
CIN07,Crosley Field,1940,387
CLE06,League Park IV,1940,420
CLE07,Cleveland Stadium,1940,450
DET04,Briggs Stadium,1940,437
NYC14,Polo Grounds V,1940,505
NYC15,Ebbets Field,1940,402
NYC16,Yankee Stadium I,1940,449
PHI11,Shibe Park,1940,468
PIT06,Forbes Field,1940,435
STL07,Sportsman's Park III,1940,422
WAS09,Griffith Stadium,1940,409
BOS07,Fenway Park,1939,390
BOS08,Braves Field,1939,408
CHI10,Comiskey Park I,1939,440
CHI11,Wrigley Field,1939,400
CIN07,Crosley Field,1939,380
CLE06,League Park IV,1939,420
CLE07,Cleveland Stadium,1939,450
DET04,Briggs Stadium,1939,437
NYC14,Polo Grounds V,1939,505
NYC15,Ebbets Field,1939,399
NYC16,Yankee Stadium I,1939,449
PHI11,Shibe Park,1939,468
PIT06,Forbes Field,1939,435
STL07,Sportsman's Park III,1939,422
WAS09,Griffith Stadium,1939,409
BOS07,Fenway Park,1938,390
BOS08,Braves Field,1938,407
CHI10,Comiskey Park I,1938,440
CHI11,Wrigley Field,1938,400
CIN07,Crosley Field,1938,387
CLE06,League Park IV,1938,420
CLE07,Cleveland Stadium,1938,467
DET04,Briggs Stadium,1938,447
NYC14,Polo Grounds V,1938,505
NYC15,Ebbets Field,1938,402
NYC16,Yankee Stadium I,1938,449
PHI09,Baker Bowl,1938,408
PHI11,Shibe Park,1938,468
PIT06,Forbes Field,1938,435
STL07,Sportsman's Park III,1938,420
WAS09,Griffith Stadium,1938,409
BOS07,Fenway Park,1937,390
BOS08,Braves Field,1937,407
CHI10,Comiskey Park I,1937,440
CHI11,Wrigley Field,1937,440
CIN07,Crosley Field,1937,407
CLE06,League Park IV,1937,420
CLE07,Cleveland Stadium,1937,470
DET04,Navin Field,1937,452
NYC14,Polo Grounds V,1937,505
NYC15,Ebbets Field,1937,399
NYC16,Yankee Stadium I,1937,449
PHI09,Baker Bowl,1937,408
PHI11,Shibe Park,1937,468
PIT06,Forbes Field,1937,435
STL07,Sportsman's Park III,1937,445
WAS09,Griffith Stadium,1937,409
BOS07,Fenway Park,1936,390
BOS08,Braves Field,1936,426
CHI10,Comiskey Park I,1936,440
CHI11,Wrigley Field,1936,436
CIN07,Crosley Field,1936,407
CLE06,League Park IV,1936,420
CLE07,Cleveland Stadium,1936,470
DET04,Navin Field,1936,452
NYC14,Polo Grounds V,1936,505
NYC15,Ebbets Field,1936,399
NYC16,Yankee Stadium I,1936,470
PHI09,Baker Bowl,1936,408
PHI11,Shibe Park,1936,468
PIT06,Forbes Field,1936,435
STL07,Sportsman's Park III,1936,445
WAS09,Griffith Stadium,1936,409
BOS07,Fenway Park,1935,389
BOS08,Braves Field,1935,417
CHI10,Comiskey Park I,1935,436
CHI11,Wrigley Field,1935,436
CIN07,Crosley Field,1935,393
CLE06,League Park IV,1935,420
DET04,Navin Field,1935,475
NYC14,Polo Grounds V,1935,505
NYC15,Ebbets Field,1935,399
NYC16,Yankee Stadium I,1935,470
PHI09,Baker Bowl,1935,408
PHI11,Shibe Park,1935,468
PIT06,Forbes Field,1935,435
STL07,Sportsman's Park III,1935,450
WAS09,Griffith Stadium,1935,409
BOS07,Fenway Park,1934,389
BOS08,Braves Field,1934,417
CHI10,Comiskey Park I,1934,436
CHI11,Wrigley Field,1934,436
CIN07,Crosley Field,1934,393
CLE06,League Park IV,1934,420
DET04,Navin Field,1934,475
NYC14,Polo Grounds V,1934,505
NYC15,Ebbets Field,1934,399
NYC16,Yankee Stadium I,1934,470
PHI09,Baker Bowl,1934,408
PHI11,Shibe Park,1934,468
PIT06,Forbes Field,1934,435
STL07,Sportsman's Park III,1934,450
WAS09,Griffith Stadium,1934,409
BOS07,Fenway Park,1933,468
BOS08,Braves Field,1933,417
CHI10,Comiskey Park I,1933,450
CHI11,Wrigley Field,1933,436
CIN07,Redland Field,1933,393
CLE07,Cleveland Stadium,1933,470
DET04,Navin Field,1933,475
NYC14,Polo Grounds V,1933,505
NYC15,Ebbets Field,1933,399
NYC16,Yankee Stadium I,1933,470
PHI09,Baker Bowl,1933,408
PHI11,Shibe Park,1933,468
PIT06,Forbes Field,1933,435
STL07,Sportsman's Park III,1933,450
WAS09,Griffith Stadium,1933,409
BOS07,Fenway Park,1932,468
BOS08,Braves Field,1932,387
CHI10,Comiskey Park I,1932,450
CHI11,Wrigley Field,1932,436
CIN07,Redland Field,1932,407
CLE06,League Park IV,1932,420
CLE07,Cleveland Stadium,1932,470
DET04,Navin Field,1932,475
NYC14,Polo Grounds V,1932,505
NYC15,Ebbets Field,1932,399
NYC16,Yankee Stadium I,1932,470
PHI09,Baker Bowl,1932,408
PHI11,Shibe Park,1932,468
PIT06,Forbes Field,1932,435
STL07,Sportsman's Park III,1932,450
WAS09,Griffith Stadium,1932,409
BOS07,Fenway Park,1931,468
BOS08,Braves Field,1931,387
CHI10,Comiskey Park I,1931,450
CHI11,Wrigley Field,1931,436
CIN07,Redland Field,1931,407
CLE06,League Park IV,1931,420
DET04,Navin Field,1931,475
NYC14,Polo Grounds V,1931,505
NYC15,Ebbets Field,1931,399
NYC16,Yankee Stadium I,1931,470
PHI09,Baker Bowl,1931,408
PHI11,Shibe Park,1931,468
PIT06,Forbes Field,1931,435
STL07,Sportsman's Park III,1931,450
WAS09,Griffith Stadium,1931,409
BOS07,Fenway Park,1930,468
BOS08,Braves Field,1930,395
CHI10,Comiskey Park I,1930,450
CHI11,Wrigley Field,1930,436
CIN07,Redland Field,1930,393
CLE06,League Park IV,1930,420
DET04,Navin Field,1930,475
NYC14,Polo Grounds V,1930,505
NYC15,Ebbets Field,1930,496
NYC16,Yankee Stadium I,1930,470
PHI09,Baker Bowl,1930,408
PHI11,Shibe Park,1930,468
PIT06,Forbes Field,1930,435
STL07,Sportsman's Park III,1930,450
WAS09,Griffith Stadium,1930,409
BOS07,Fenway Park,1929,421
BOS08,Braves Field,1929,387
CHI10,Comiskey Park I,1929,455
CHI11,Wrigley Field,1929,436
CIN07,Redland Field,1929,395
CLE06,League Park IV,1929,420
DET04,Navin Field,1929,475
NYC14,Polo Grounds V,1929,485
NYC15,Ebbets Field,1929,496
NYC16,Yankee Stadium I,1929,470
PHI09,Baker Bowl,1929,408
PHI11,Shibe Park,1929,468
PIT06,Forbes Field,1929,442
STL07,Sportsman's Park III,1929,450
WAS09,Griffith Stadium,1929,409
BOS07,Fenway Park,1928,421
BOS08,Braves Field,1928,387
CHI10,Comiskey Park I,1928,455
CHI11,Wrigley Field,1928,436
CIN07,Redland Field,1928,395
CLE06,League Park IV,1928,420
DET04,Navin Field,1928,475
NYC14,Polo Grounds V,1928,485
NYC15,Ebbets Field,1928,496
NYC16,Yankee Stadium I,1928,470
PHI09,Baker Bowl,1928,408
PHI11,Shibe Park,1928,468
PIT06,Forbes Field,1928,442
STL07,Sportsman's Park III,1928,430
WAS09,Griffith Stadium,1928,412
BOS07,Fenway Park,1927,421
BOS08,Braves Field,1927,520
CHI10,Comiskey Park I,1927,455
CHI11,Wrigley Field,1927,420
CIN07,Redland Field,1927,395
CLE06,Dunn Field,1927,420
DET04,Navin Field,1927,475
NYC14,Polo Grounds V,1927,485
NYC15,Ebbets Field,1927,496
NYC16,Yankee Stadium I,1927,470
PHI09,Baker Bowl,1927,408
PHI11,Shibe Park,1927,468
PIT06,Forbes Field,1927,442
STL07,Sportsman's Park III,1927,430
WAS09,Griffith Stadium,1927,412
BOS07,Fenway Park,1926,421
BOS08,Braves Field,1926,520
CHI10,Comiskey Park I,1926,450
CHI11,Cubs Park,1926,420
CIN07,Redland Field,1926,417
CLE06,Dunn Field,1926,420
DET04,Navin Field,1926,475
NYC14,Polo Grounds V,1926,483
NYC15,Ebbets Field,1926,496
NYC16,Yankee Stadium I,1926,470
PHI09,Baker Bowl,1926,408
PHI11,Shibe Park,1926,468
PIT06,Forbes Field,1926,442
STL07,Sportsman's Park III,1926,430
WAS09,Griffith Stadium,1926,412
BOS07,Fenway Park,1925,488
BOS08,Braves Field,1925,461
CHI10,Comiskey Park I,1925,420
CHI11,Cubs Park,1925,420
CIN07,Redland Field,1925,420
CLE06,Dunn Field,1925,420
DET04,Navin Field,1925,475
NYC14,Polo Grounds V,1925,483
NYC15,Ebbets Field,1925,496
NYC16,Yankee Stadium I,1925,470
PHI09,Baker Bowl,1925,408
PHI11,Shibe Park,1925,468
PIT06,Forbes Field,1925,442
STL07,Sportsman's Park III,1925,420
WAS09,Griffith Stadium,1925,412
BOS07,Fenway Park,1924,488
BOS08,Braves Field,1924,461
CHI10,Comiskey Park I,1924,420
CHI11,Cubs Park,1924,420
CIN07,Redland Field,1924,420
CLE06,Dunn Field,1924,420
DET04,Navin Field,1924,475
NYC14,Polo Grounds V,1924,483
NYC15,Ebbets Field,1924,496
NYC16,Yankee Stadium I,1924,470
PHI09,Baker Bowl,1924,408
PHI11,Shibe Park,1924,468
PIT06,Forbes Field,1924,409
STL07,Sportsman's Park III,1924,420
WAS09,Griffith Stadium,1924,412
BOS07,Fenway Park,1923,488
BOS08,Braves Field,1923,461
CHI10,Comiskey Park I,1923,420
CHI11,Cubs Park,1923,420
CIN07,Redland Field,1923,420
CLE06,Dunn Field,1923,420
DET04,Navin Field,1923,475
NYC14,Polo Grounds V,1923,483
NYC15,Ebbets Field,1923,496
NYC16,Yankee Stadium I,1923,487
PHI09,Baker Bowl,1923,408
PHI11,Shibe Park,1923,468
PIT06,Forbes Field,1923,409
STL07,Sportsman's Park III,1923,420
WAS09,Griffith Stadium,1923,465
BOS07,Fenway Park,1922,488
BOS08,Braves Field,1922,461
CHI10,Comiskey Park I,1922,420
CHI11,Cubs Park,1922,425
CIN07,Redland Field,1922,420
CLE06,Dunn Field,1922,420
DET04,Navin Field,1922,475
NYC14,Polo Grounds V,1922,433
NYC15,Ebbets Field,1922,496
PHI09,Baker Bowl,1922,408
PHI11,Shibe Park,1922,468
PIT06,Forbes Field,1922,409
STL07,Sportsman's Park III,1922,420
WAS09,Clark Griffith Stadium,1922,465
BOS07,Fenway Park,1921,458
BOS08,Braves Field,1921,461
CHI10,Comiskey Park I,1921,420
CHI11,Cubs Park,1921,425
CIN07,Redland Field,1921,420
CLE06,Dunn Field,1921,420
DET04,Navin Field,1921,475
NYC14,Polo Grounds V,1921,433
NYC15,Ebbets Field,1921,496
PHI09,Baker Bowl,1921,408
PHI11,Shibe Park,1921,502
PIT06,Forbes Field,1921,409
STL07,Sportsman's Park III,1921,420
WAS09,National Park,1921,465
BOS07,Fenway Park,1920,458
BOS08,Braves Field,1920,461
CHI10,Comiskey Park I,1920,420
CHI11,Cubs Park,1920,425
CIN07,Redland Field,1920,420
CLE06,Dunn Field,1920,420
DET04,Navin Field,1920,475
NYC14,Polo Grounds V,1920,433
NYC15,Ebbets Field,1920,496
PHI09,Baker Bowl,1920,408
PHI11,Shibe Park,1920,502
PIT06,Forbes Field,1920,409
STL05,Cardinal Field,1920,441
STL07,Sportsman's Park III,1920,420
WAS09,National Park,1920,459
BOS07,Fenway Park,1919,458
BOS08,Braves Field,1919,461
CHI10,Comiskey Park I,1919,420
CHI11,Cubs Park,1919,425
CIN07,Redland Field,1919,420
CLE06,Dunn Field,1919,420
DET04,Navin Field,1919,475
NYC14,Brush Stadium,1919,433
NYC15,Ebbets Field,1919,496
PHI09,Baker Bowl,1919,408
PHI11,Shibe Park,1919,481
PIT06,Forbes Field,1919,409
STL05,Cardinal Field,1919,441
STL07,Sportsman's Park III,1919,420
WAS09,National Park,1919,459
BOS07,Fenway Park,1918,458
BOS08,Braves Field,1918,461
CHI10,Comiskey Park I,1918,420
CHI11,Weeghman Park,1918,425
CIN07,Redland Field,1918,420
CLE06,Dunn Field,1918,420
DET04,Navin Field,1918,475
NYC14,Brush Stadium,1918,433
NYC15,Ebbets Field,1918,496
PHI09,Baker Bowl,1918,408
PHI11,Shibe Park,1918,481
PIT06,Forbes Field,1918,409
STL05,Cardinal Field,1918,441
STL07,Sportsman's Park III,1918,420
WAS09,National Park,1918,459
BOS07,Fenway Park,1917,458
BOS08,Braves Field,1917,461
CHI10,Comiskey Park I,1917,420
CHI11,Weeghman Park,1917,425
CIN07,Redland Field,1917,420
CLE06,Dunn Field,1917,420
DET04,Navin Field,1917,475
NYC14,Brush Stadium,1917,433
NYC15,Ebbets Field,1917,496
PHI09,Baker Bowl,1917,388
PHI11,Shibe Park,1917,481
PIT06,Forbes Field,1917,409
STL05,Robison Field,1917,441
STL07,Sportsman's Park III,1917,420
WAS09,National Park,1917,459
BOS07,Fenway Park,1916,458
BOS08,Braves Field,1916,461
CHI10,Comiskey Park I,1916,420
CHI11,Weeghman Park,1916,425
CIN07,Redland Field,1916,420
CLE06,Dunn Field,1916,420
DET04,Navin Field,1916,475
NYC14,Brush Stadium,1916,433
NYC15,Ebbets Field,1916,496
PHI09,Baker Bowl,1916,388
PHI11,Shibe Park,1916,481
PIT06,Forbes Field,1916,409
STL05,Robison Field,1916,441
