"","Year","TeamID","Park_ID","GP","HR_per_AB","Doubles_per_AB","Triples_per_AB"
"62",1909,"PHI","PHI09",77,0.00315333070555775,0.0382341348048877,0.01044540796216
"63",1909,"PIT","PIT06",54,0.00373027259684362,0.0410329985652798,0.0186513629842181
"64",1909,"PIT","PIT05",25,0.00173913043478261,0.031304347826087,0.023768115942029
"65",1909,"SLN","STL05",76,0.00413467217956291,0.0315022642252412,0.0116164599330577
"66",1910,"BOS","BOS06",80,0.0102494681879714,0.0334558112550764,0.0133436472635854
"67",1910,"CHA","CHI10",51,0.000917431192660551,0.0211009174311927,0.0125382262996942
"68",1910,"CHA","CHI09",28,0.000542888165038002,0.0266015200868621,0.001085776330076
"69",1910,"CLE","CLE06",80,0.00112401648557512,0.0421506182090671,0.0138628699887598
"70",1910,"DET","DET02",78,0.00774116712981342,0.0309646685192537,0.0113140134974196
"71",1910,"NYA","NYC13",77,0.00393313667649951,0.0324483775811209,0.0204523107177974
"72",1910,"PHA","PHI11",78,0.00176921564772951,0.0306664045606448,0.0208374287399253
"73",1910,"SLA","STL07",79,0.00134563629373318,0.0328719723183391,0.012879661668589
"74",1910,"WS1","WAS08",77,0.00181378476420798,0.0314389359129383,0.0106811769447803
"75",1910,"BRO","NYC12",80,0.00269334359368988,0.0348210850327049,0.0126971912273952
"76",1910,"BSN","BOS05",78,0.00970308558121483,0.0413351445759752,0.00853871531146905
"77",1910,"CHN","CHI08",77,0.00548223350253807,0.0393908629441624,0.0115736040609137
"78",1910,"CIN","CIN06",77,0.00274671375318815,0.0304100451245831,0.0225622915440455
"79",1910,"NY1","NYC10",79,0.00723645609231371,0.0381380794054371,0.0131038529239194
"80",1910,"PHI","PHI09",78,0.00586854460093897,0.0412754303599374,0.00958528951486698
"81",1910,"PIT","PIT06",76,0.00495933346558223,0.0426502678040071,0.0204324538781988
"82",1910,"SLN","STL05",76,0.00341914722445696,0.0307723250201126,0.0183024939662108
"83",1911,"BOS","BOS06",76,0.00709651257096513,0.0358880778588808,0.0115571776155718
"84",1911,"CHA","CHI10",78,0.0040361330001922,0.0340188352873342,0.0196040745723621
"85",1911,"CLE","CLE06",77,0.00211864406779661,0.0468027734976888,0.0138674884437596
"86",1911,"DET","DET02",76,0.00684280555027561,0.0402965215738453,0.0178673256034974
"87",1911,"NYA","NYC13",77,0.0053897978825794,0.0425409047160731,0.0215591915303176
"88",1911,"PHA","PHI11",75,0.00318407960199005,0.041592039800995,0.0159203980099502
"89",1911,"SLA","STL07",78,0.00363011081390906,0.0374474589224303,0.00955292319449752
"90",1911,"WS1","WAS09",77,0.00622568093385214,0.0391050583657588,0.0167315175097276
"91",1911,"BRO","NYC12",74,0.00438871473354232,0.0365726227795193,0.013166144200627
"92",1911,"BSN","BOS05",75,0.0141589579006985,0.0513498206531999,0.00962809137247499
"93",1911,"CHN","CHI08",84,0.00710123816460306,0.0409686817188638,0.0134741442097597
"94",1911,"CIN","CIN06",82,0.00204803574753305,0.0262520945820145,0.0234593185626513
"95",1911,"NY1","NYC14",45,0.0115489130434783,0.0438179347826087,0.0142663043478261
"96",1911,"NY1","NYC13",28,0.00220628792057364,0.0408163265306122,0.0248207391064534
"97",1911,"NY1","NYC10",2,0,0.0327868852459016,0
"98",1911,"PHI","PHI09",76,0.0145041160329283,0.0499803998431987,0.0139161113288906
"99",1911,"PIT","PIT06",78,0.00692383778437191,0.0385756676557863,0.0235410484668645
"100",1911,"SLN","STL05",79,0.00449394294646346,0.0351699882766706,0.0179757717858538
"101",1912,"BOS","BOS07",78,0.00390396252195979,0.0470427483896155,0.0165918407183291
"102",1912,"CHA","CHI10",78,0.00443330763299923,0.0318041634541249,0.0175404780262143
"103",1912,"CLE","CLE06",77,0.00199920031987205,0.0487804878048781,0.0137944822071172
"104",1912,"DET","DET04",76,0.00277777777777778,0.0384920634920635,0.0134920634920635
"105",1912,"NYA","NYC13",73,0.00588354635828769,0.0350983972408196,0.021911138161899
"106",1912,"NYA","NYC14",3,0.00546448087431694,0.00546448087431694,0.00546448087431694
"107",1912,"PHA","PHI11",77,0.0033067496595993,0.0387084224858977,0.0175063217272904
"108",1912,"SLA","STL07",79,0.00324923547400612,0.0378440366972477,0.014717125382263
"109",1912,"WS1","WAS09",78,0.00495147553971083,0.0346603287779758,0.0162408397702515
"110",1912,"BRO","NYC12",76,0.00738670393292074,0.0435216610101817,0.0161708923936914
"111",1912,"BSN","BOS05",79,0.00894934669769107,0.0513692500447467,0.0112761768390907
"112",1912,"CHN","CHI08",78,0.00796580532348941,0.0450748008548669,0.0165144744511366
"113",1912,"CIN","CIN07",77,0.00175953079178886,0.0314760508308895,0.0207233626588465
"114",1912,"NY1","NYC14",76,0.0101532948437189,0.0467847899661557,0.0133386422456699
"115",1912,"PHI","PHI09",75,0.0101371496720334,0.0542635658914729,0.00934207910952097
"116",1912,"PIT","PIT06",75,0.00480769230769231,0.0332532051282051,0.0274439102564103
"117",1912,"SLN","STL05",77,0.00438262195121951,0.0362042682926829,0.0186737804878049
"118",1913,"BOS","BOS07",75,0.000589275191514437,0.048516990768022,0.0221960322137105
"119",1913,"CHA","CHI10",77,0.0018378599142332,0.0285889319991832,0.0169491525423729
"120",1913,"CLE","CLE06",80,0.00250288794763188,0.0473623411628802,0.0157874470542934
"121",1913,"DET","DET04",76,0.00276515899664231,0.0355520442425439,0.0195536243333992
"122",1913,"NYA","NYC14",75,0.00516956162117452,0.0285359801488834,0.0119933829611249
"123",1913,"PHA","PHI11",76,0.00675952478492421,0.0366653011061041,0.011470708725932
"124",1913,"SLA","STL07",77,0.00483383685800604,0.0384692849949648,0.0112789526686808
"125",1913,"WS1","WAS09",78,0.00754117880531852,0.0311569755903949,0.015082357610637
"126",1913,"BRO","NYC15",77,0.00653092585478294,0.0338071456012293,0.0170956588551671
"127",1913,"BSN","BOS05",73,0.00536746490503716,0.0441783649876135,0.00805119735755574
"128",1913,"BSN","BOS07",4,0,0.0451127819548872,0.0112781954887218
"129",1913,"CHN","CHI08",76,0.0113591072140295,0.0374651255480271,0.0155440414507772
"130",1913,"CIN","CIN07",78,0.005505308690523,0.0351946519858435,0.022021234762092
"131",1913,"NY1","NYC14",81,0.00831485587583148,0.0356614929785661,0.0129342202512934
"132",1913,"PHI","PHI09",78,0.0135308100201134,0.0541232400804535,0.00841104406655696
"133",1913,"PIT","PIT06",79,0.00365384615384615,0.0369230769230769,0.0203846153846154
"134",1913,"SLN","STL05",74,0.00583698144673754,0.0300187617260788,0.0210548259328747
"135",1914,"BOS","BOS07",79,0.00157759810688227,0.0422007493591008,0.0134095839084993
"136",1914,"CHA","CHI10",81,0.00212355212355212,0.0283783783783784,0.0212355212355212
"137",1914,"CLE","CLE06",79,0.00133155792276964,0.0401369602434849,0.0167395853148183
"138",1914,"DET","DET04",78,0.003933910306845,0.034618410700236,0.017309205350118
"139",1914,"NYA","NYC14",78,0.00636056450009938,0.0343868018286623,0.0067580997813556
"140",1914,"PHA","PHI11",78,0.0060790273556231,0.033434650455927,0.0105369807497467
"141",1914,"SLA","STL07",81,0.00477920091760658,0.0388071114509654,0.0129994264958899
"142",1914,"WS1","WAS09",77,0.00302480338777979,0.029038112522686,0.0181488203266788
"143",1914,"BLF","BAL10",83,0.00772273497833867,0.0469014880391788,0.0116782821623658
"144",1914,"BRF","NYC19",80,0.00738496496875592,0.0441204317364136,0.0155273622419996
"145",1914,"BUF","BUF04",79,0.00740885162799766,0.0345096510040944,0.0138428543575746
"146",1914,"CHF","CHI11",77,0.0104572483083863,0.0420340373180234,0.00430592577404142
"147",1914,"IND","IND07",80,0.00419927467073869,0.0461920213781256,0.0150792135903798
"148",1914,"KCF","KAN04",74,0.00975512641847501,0.0414095162253633,0.0161258212223771
"149",1914,"PTF","PIT05",75,0.00417163289630513,0.0264203416765991,0.0258243941199841
"150",1914,"SLF","STL08",76,0.0065865943432778,0.0451375435877567,0.0139480821387059
"151",1914,"BRO","NYC15",79,0.0063849765258216,0.0296713615023474,0.0155868544600939
"152",1914,"BSN","BOS05",50,0.00914634146341463,0.0445121951219512,0.00884146341463415
"153",1914,"BSN","BOS07",29,0.00160599571734475,0.0503211991434689,0.0101713062098501
"154",1914,"CHN","CHI08",76,0.00849686425247825,0.0370220513857981,0.0149706655876998
"155",1914,"CIN","CIN07",77,0.0018363599265456,0.0304019587839216,0.018363599265456
"156",1914,"NY1","NYC14",80,0.00784775358053757,0.0400235432607416,0.0103982734942123
"157",1914,"PHI","PHI09",78,0.012521343198634,0.049136786188579,0.00531208499335989
"158",1914,"PIT","PIT06",77,0.00178962020282362,0.0262477629747465,0.0178962020282362
"159",1914,"SLN","STL05",79,0.00662122687439143,0.0360272638753651,0.0149951314508277
"160",1915,"BOS","BOS07",76,0.00191245218869528,0.0373990650233744,0.0150871228219295
"161",1915,"CHA","CHI10",79,0.0025500196155355,0.0311887014515496,0.0192232247940369
"162",1915,"CLE","CLE06",77,0.00307219662058372,0.0403225806451613,0.0172811059907834
"163",1915,"DET","DET04",77,0.00353843129545901,0.0375466876351484,0.0204442697070965
"164",1915,"NYA","NYC14",82,0.0112697220135237,0.0308039068369647,0.0110818933132983
"165",1915,"PHA","PHI11",74,0.00535751081805069,0.0358541108592623,0.0144240675870596
"166",1915,"SLA","STL07",76,0.00266557309821612,0.0393684642198073,0.01004716013943
"167",1915,"WS1","WAS09",80,0.000971062342202369,0.0277723829869878,0.014760147601476
"168",1915,"BLF","BAL10",75,0.0129045066507842,0.0502283105022831,0.0123089140361326
"169",1915,"BRF","NYC19",74,0.0064235391628678,0.0401989225031082,0.0113966017405719
"170",1915,"BUF","BUF04",77,0.00832342449464923,0.0404280618311534,0.0116924296472453
"171",1915,"CHF","CHI11",78,0.00599149594124468,0.0351758793969849,0.0125628140703518
"172",1915,"KCF","KAN04",77,0.00690495532087734,0.043663688058489,0.0119821283509342
"173",1915,"NEW","HAR01",79,0.00115562403697997,0.0298536209553159,0.0194530046224961
"174",1915,"PTF","PIT05",77,0.00281973816717019,0.0281973816717019,0.02134944612286
"175",1915,"SLF","STL08",82,0.00504672897196262,0.0420560747663551,0.0136448598130841
"176",1915,"BRO","NYC15",78,0.00449833757089771,0.0310972032075103,0.0185800899667514
"177",1915,"BSN","BOS07",52,0.00146972369194591,0.0490887713109935,0.0126396237507349
"178",1915,"BSN","BOS08",26,0.00181159420289855,0.0368357487922705,0.0114734299516908
"179",1915,"CHN","CHI08",77,0.00917610308473253,0.0396329558766107,0.0109332292073409
"180",1915,"CIN","CIN07",79,0.00250288794763188,0.0358105506353485,0.0171351559491721
"181",1915,"NY1","NYC14",76,0.00689655172413793,0.0356650246305419,0.0102463054187192
"182",1915,"PHI","PHI09",76,0.0130772374335922,0.0531262770739681,0.00551695954229669
"183",1915,"PIT","PIT06",79,0.00272585669781931,0.0325155763239875,0.0196651090342679
"184",1915,"SLN","STL05",81,0.00396525679758308,0.0322885196374622,0.0169939577039275
"185",1916,"BOS","BOS07",76,0.000408914332447352,0.0404825189122879,0.00756491515027602
"186",1916,"BOS","BOS08",2,0,0.036231884057971,0.0434782608695652
"187",1916,"CHA","CHI10",77,0.00278662420382166,0.0354299363057325,0.022890127388535
"188",1916,"CLE","CLE06",78,0.00253213868328788,0.0514218932606155,0.0153876119984418
"189",1916,"DET","DET04",77,0.00294811320754717,0.0444182389937107,0.019064465408805
"190",1916,"NYA","NYC14",79,0.00843881856540084,0.0331799002685079,0.0101649405446874
"191",1916,"PHA","PHI11",76,0.00641025641025641,0.0304487179487179,0.0138221153846154
"192",1916,"SLA","STL07",79,0.00329393528385972,0.0397209843053672,0.00697539236582058
"193",1916,"WS1","WAS09",81,0.00133613284978049,0.0271044092384043,0.0114525672838328
"194",1916,"BRO","NYC15",78,0.00549127279858796,0.0335359874485193,0.0154932339674446
"195",1916,"BSN","BOS08",78,0.00197941409342835,0.0356294536817102,0.0148456057007126
"196",1916,"CHN","CHI11",79,0.0104536120963226,0.04648123949972,0.00914691058428225
"197",1916,"CIN","CIN07",76,0.00278551532033426,0.0316354954237963,0.0210903302825308
"198",1916,"NY1","NYC14",78,0.00855199222546161,0.0289601554907677,0.0118561710398445
"199",1916,"PHI","PHI09",79,0.00903910394969542,0.0416584790725093,0.0047160542346237
"200",1916,"PIT","PIT06",78,0.00264250660626652,0.0320875802189505,0.0196300490751227
"201",1916,"SLN","STL05",76,0.00537420382165605,0.0328423566878981,0.0181130573248408
"202",1917,"BOS","BOS07",80,0.00136638688268593,0.0384540308413039,0.0119070856919774
"203",1917,"CHA","CHI10",79,0.00196116885663856,0.0309864679348892,0.0145126495391253
"204",1917,"CLE","CLE06",78,0.00256714060031596,0.0523301737756714,0.0120458135860979
"205",1917,"DET","DET04",76,0.00199322304165836,0.0416583615706598,0.0183376519832569
"206",1917,"NYA","NYC14",75,0.00861723446893788,0.0302605210420842,0.0120240480961924
"207",1917,"PHA","PHI11",76,0.00555996822875298,0.0311755361397935,0.0135027799841144
"208",1917,"SLA","STL07",78,0.00347624565469293,0.0370799536500579,0.0113943607570491
"209",1917,"WS1","WAS09",80,0.000772797527047913,0.0284003091190108,0.0115919629057187
"210",1917,"BRO","NYC15",78,0.00526810912511759,0.0302916274694262,0.0182502351834431
"211",1917,"BSN","BOS08",77,0.0032064128256513,0.0360721442885772,0.0176352705410822
"212",1917,"CHN","CHI11",77,0.00489524182494615,0.0430781280595261,0.010182102995888
"213",1917,"CIN","CIN07",80,0.00246538972122132,0.0328086478285606,0.0197231177697705
"214",1917,"NY1","NYC14",80,0.00732318365773752,0.0310271728656774,0.0100211986895356
"215",1917,"PHI","PHI09",76,0.00911251980982567,0.0481378763866878,0.00772583201267829
"216",1917,"PIT","PIT06",79,0.00115406809001731,0.0292363916137719,0.0161569532602424
"217",1917,"SLN","STL05",78,0.00570017100513015,0.0269808094242827,0.0169105073152195
"218",1918,"BOS","BOS07",70,0.00115740740740741,0.0384259259259259,0.0111111111111111
"219",1918,"CHA","CHI10",56,0.00215401184706516,0.0293484114162628,0.014808831448573
"220",1918,"CLE","CLE06",62,0.0012385434728759,0.0463215258855586,0.0143671042853604
"221",1918,"DET","DET04",58,0.00205867215645908,0.0386001029336078,0.0154400411734431
"222",1918,"NYA","NYC14",67,0.00708905626938414,0.0367744793974302,0.00863978732831192
"223",1918,"PHA","PHI11",68,0.00509300265721878,0.0325509300265722,0.0117360496014172
"224",1918,"SLA","STL07",53,0.00228963938179737,0.0366342301087579,0.0131654264453349
"225",1918,"WS1","WAS09",74,0.00138586418530984,0.0302910314789151,0.0100970104929717
"226",1918,"BRO","NYC15",54,0.0044543429844098,0.032293986636971,0.0164253897550111
"227",1918,"BSN","BOS08",52,0.00198356474922074,0.0229526778124114,0.0155851516010201
"228",1918,"CHN","CHI11",74,0.00282656975570361,0.0379567938623057,0.00888350494649707
"229",1918,"CIN","CIN07",71,0.00297999148573861,0.0338441890166028,0.0191570881226054
"230",1918,"NY1","NYC14",56,0.00606227610912097,0.0319647285753651,0.00771562413888123
"231",1918,"PHI","PHI09",57,0.00817369093231162,0.0495530012771392,0.00408684546615581
"232",1918,"PIT","PIT06",71,0.00280353676946301,0.0280353676946301,0.0230752641794264
"233",1918,"SLN","STL05",73,0.00435233160621762,0.027979274611399,0.0157512953367876
"234",1919,"BOS","BOS07",66,0.00306459217350306,0.0447901933050448,0.0106082036775106
"235",1919,"CHA","CHI10",70,0.00328227571115974,0.0446389496717724,0.0185995623632385
"236",1919,"CLE","CLE06",69,0.00350109409190372,0.0577680525164114,0.0159737417943107
"237",1919,"DET","DET04",70,0.00513808606294155,0.0453864268893171,0.0173410404624277
"238",1919,"NYA","NYC14",73,0.0127169963665725,0.037141703673799,0.00867985466289867
"239",1919,"PHA","PHI11",70,0.0124197888635893,0.0385013454771269,0.0144897536741875
"240",1919,"SLA","STL07",70,0.00883280757097792,0.0424815983175605,0.0147213459516299
"241",1919,"WS1","WAS09",72,0.00145681581685744,0.0353798126951093,0.0133194588969823
"242",1919,"BRO","NYC15",70,0.00451652638062,0.0305892013960172,0.0123177992198727
"243",1919,"BSN","BOS08",68,0.0042571306939123,0.0293742017879949,0.0185185185185185
"244",1919,"CHN","CHI11",71,0.00385686736661667,0.0426398114420399,0.00878508677951575
"245",1919,"CIN","CIN07",70,0.00337913944582113,0.0290605992340617,0.0186979049335436
"246",1919,"NY1","NYC14",69,0.00993158243213419,0.0364158022511587,0.0101522842639594
"247",1919,"PHI","PHI09",71,0.0105746209098164,0.0496807661612131,0.00578611332801277
"248",1919,"PIT","PIT06",70,0.0033003300330033,0.0325632563256326,0.0237623762376238
"249",1919,"SLN","STL05",69,0.00419889502762431,0.0304972375690608,0.0139226519337017
"250",1920,"BOS","BOS07",76,0.00327679259830378,0.0531996915959908,0.0115651503469545
"251",1920,"CHA","CHI10",77,0.00535168195718654,0.0445336391437309,0.0193042813455657
"252",1920,"CLE","CLE06",78,0.00572300648607402,0.0589469668065624,0.0112552460892789
"253",1920,"DET","DET04",78,0.00686629792103757,0.0505435819187488,0.0173564753004005
"254",1920,"NYA","NYC14",77,0.0208414491624464,0.045188936501753,0.0148032723022984
"255",1920,"PHA","PHI11",77,0.0142531356898518,0.0399087799315849,0.00912200684150513
"256",1920,"SLA","STL07",78,0.0117044623262619,0.049743964886613,0.0160936356986101
"257",1920,"WS1","WAS09",76,0.00228440890919475,0.0401675233200076,0.0184656386826575
"258",1920,"BRO","NYC15",78,0.00576529663381068,0.0364515529105449,0.0191556630091129
"259",1920,"BSN","BOS08",74,0.00313848568065908,0.027461749705767,0.0198116908591605
"260",1920,"CHN","CHI11",77,0.00643208475217556,0.0478622777147181,0.012107453651154
"261",1920,"CIN","CIN07",77,0.00117531831537708,0.0303623898139079,0.0166503428011753
"262",1920,"NY1","NYC14",80,0.0119559125723893,0.0334391929759014,0.0125163459742201
"263",1920,"PHI","PHI09",77,0.0150291189179034,0.0563591959421379,0.00601164756716138
"264",1920,"PIT","PIT06",78,0.00187265917602996,0.0331460674157303,0.0220973782771536
"265",1920,"SLN","STL07",47,0.0036330608537693,0.0426884650317893,0.0115046927036028
"266",1920,"SLN","STL05",29,0.00396432111000991,0.031219028741328,0.0193260654112983
"267",1921,"BOS","BOS07",77,0.00367149758454106,0.0622222222222222,0.00946859903381642
"268",1921,"CHA","CHI10",77,0.00603953147877013,0.0470351390922401,0.0129941434846266
"269",1921,"CLE","CLE06",77,0.00475918522748905,0.0641538168665524,0.0158004949552637
"270",1921,"DET","DET04",77,0.00842444882595447,0.056103244309016,0.020254525900699
"271",1921,"NYA","NYC14",78,0.0220546654099906,0.0420358152686145,0.0175306314797361
"272",1921,"PHA","PHI11",77,0.0224759833242704,0.0471270618089541,0.010331702011963
"273",1921,"SLA","STL07",77,0.0159984942593638,0.0476190476190476,0.0171277997364954
"274",1921,"WS1","WAS09",76,0.00516845329249617,0.0346477794793262,0.0258422664624809
"275",1921,"BRO","NYC15",78,0.0102173509195616,0.036968233327141,0.0195058517555267
"276",1921,"BSN","BOS08",74,0.00742767787333855,0.0328381548084441,0.0181782642689601
"277",1921,"CHN","CHI11",76,0.0111462010031581,0.0551736949656325,0.00780234070221066
"278",1921,"CIN","CIN07",76,0.00133715377268386,0.0401146131805158,0.0238777459407832
"279",1921,"NY1","NYC14",79,0.0178195056524238,0.0387047327074152,0.0174362904771029
"280",1921,"PHI","PHI09",76,0.0213196103657416,0.0589965079948539,0.00422716412424187
"281",1921,"PIT","PIT06",76,0.00437345502947328,0.0391709450465868,0.0239589275527667
"282",1921,"SLN","STL07",78,0.0127388535031847,0.0445859872611465,0.0127388535031847
"283",1922,"BOS","BOS07",73,0.00459908018396321,0.0465906818636273,0.00939812037592481
"284",1922,"CHA","CHI10",77,0.00589241589051511,0.0484698726477856,0.00950389659760502
"285",1922,"CLE","CLE06",80,0.00575953923686105,0.062455003599712,0.0140388768898488
"286",1922,"DET","DET04",77,0.00892179195140471,0.0565679574791192,0.0168944570994685
"287",1922,"NYA","NYC14",77,0.0190998487140696,0.0325264750378215,0.011535552193646
"288",1922,"PHA","PHI11",78,0.0301339285714286,0.0459449404761905,0.013578869047619
"289",1922,"SLA","STL07",77,0.0209157716223855,0.052383644243452,0.0167703033729037
"290",1922,"WS1","WAS09",79,0.00342661336379212,0.0388349514563107,0.0188463735008567
"291",1922,"BRO","NYC15",78,0.0111399925733383,0.0406609728926847,0.0137393241737839
"292",1922,"BSN","BOS08",76,0.00411361410381978,0.0338883447600392,0.0148873653281097
"293",1922,"CHN","CHI11",76,0.0114920140241527,0.0559018309310479,0.00857031554343592
"294",1922,"CIN","CIN07",79,0.00397727272727273,0.0375,0.0248106060606061
"295",1922,"NY1","NYC14",79,0.0159053079341594,0.0351396338080266,0.0151655261697799
"296",1922,"PHI","PHI09",77,0.0272935375946469,0.0567001232611375,0.00669131889417151
"297",1922,"PIT","PIT06",78,0.00680272108843537,0.0402792696025779,0.0254206945936269
"298",1922,"SLN","STL07",77,0.0164503747029793,0.0557484920489856,0.0138914275269603
"299",1923,"BOS","BOS07",78,0.00486709097716211,0.0561587420441782,0.0125421190565331
"300",1923,"CHA","CHI10",75,0.0072463768115942,0.0419114766940854,0.0107716412064238
"301",1923,"CLE","CLE06",78,0.00702532815677574,0.0610094287298946,0.0146052874838233
"302",1923,"DET","DET04",77,0.01003861003861,0.0542471042471042,0.0137065637065637
"303",1923,"NYA","NYC16",76,0.021546748749519,0.0378991919969219,0.0157752981916122
"304",1923,"PHA","PHI11",75,0.0115785411038209,0.0519104592821305,0.0075260517174836
"305",1923,"SLA","STL07",78,0.0174948818164899,0.042248278429183,0.00856132514423972
"306",1923,"WS1","WAS09",79,0.00436432637571157,0.0371916508538899,0.0214421252371917
"307",1923,"BRO","NYC15",78,0.00977499077831059,0.0389155293249723,0.0153080044264109
"308",1923,"BSN","BOS08",77,0.00624082232011747,0.040014684287812,0.0152349486049927
"309",1923,"CHN","CHI11",77,0.0224508886810103,0.0512628624883068,0.00636108512628625
"310",1923,"CIN","CIN07",78,0.0018964536317087,0.0339465200075858,0.018964536317087
"311",1923,"NY1","NYC14",77,0.0175602465906968,0.0412852606015318,0.0113954791705586
"312",1923,"PHI","PHI09",75,0.0274291860882037,0.0600573682323413,0.00699175331660093
